id_gminy,id,siedziba 
427,4502,"Wojewódzki Ośrodek Kultury, ul. Dolna Panny Marii 3, 20-010 Lublin"
427,4503,"III Liceum Ogólnokształcące im. Unii Lubelskiej, Plac Wolności 4, 20-005 Lublin"
427,4504,"Szkoła Muzyczna I i II st. im. Tadeusza Szeligowskiego, ul. Prezydenta Gabriela Narutowicza 32a, 20-016 Lublin"
427,4505,"DOM Spółka z o. o. Administrowanie i Zarządzanie Nieruchomościami, ul. Głęboka 17, 20-612 Lublin"
427,4506,"Szkoła Podstawowa nr 7 im. ks. Jana Twardowskiego, ul. Plażowa 9, 20-620 Lublin"
427,4507,"„ADE-EM” Centrum Sp. z o. o., ul. Lubartowska 27 - 29, 20-116 Lublin"
427,4508,"Zarząd Nieruchomości Komunalnych, ul. Grodzka 12, 20-112 Lublin"
427,4509,"Zespół Szkół nr 1 im. Władysława Grabskiego, ul. Podwale 11, 20-117 Lublin"
427,4510,"Szkoła Podstawowa Specjalna nr 26 im. Janusza Korczaka, ul. Bronowicka 21, 20-301 Lublin"
427,4512,"Szkoła Podstawowa nr 31 im. Lotników Polskich, ul. Lotnicza 1, 20-322 Lublin"
427,4513,"Dzielnicowy Dom Kultury BRONOWICE, ul. Krańcowa 106, 20-320 Lublin"
427,4514,"Administracja Osiedla „POGODNA”, ul. Zimowa 5, 20-337 Lublin"
427,4516,"Szkoła Podstawowa nr 33 im. 27. Wołyńskiej Dywizji Piechoty Armii Krajowej, ul. Pogodna 19, 20-337 Lublin"
427,4517,"VIII Liceum Ogólnokształcące im. Zofii Nałkowskiej, ul. Słowicza 5, 20-336 Lublin"
427,4682,"Dom Pomocy Społecznej „Betania”, al. Kraśnicka 223, 20-718 Lublin"
427,4520,"Dzielnicowy Dom Kultury „Węglin”, ul. Judyma 2a, 20-716 Lublin"
427,4521,"Siedziba Rady i Zarządu Dzielnicy SZEROKIE, ul. Nałęczowska 94, 20-831 Lublin"
427,4522,"Lubelskie Hospicjum dla Dzieci im. „Małego Księcia”, ul. Lędzian 49, 20-828 Lublin"
427,4524,"Zespół Szkół Elektronicznych, ul. Wojciechowska 38, 20-704 Lublin"
427,4525,"Szkoła Podstawowa nr 57 im. Jana Kochanowskiego, ul. Zygmunta Krasińskiego 7, 20-709 Lublin"
427,4526,"Wojewódzki Szpital Specjalistyczny im. Stefana Kardynała Wyszyńskiego SP ZOZ, al. Kraśnicka 100, 20-718 Lublin"
427,4527,"Szkoła Podstawowa nr 3 im. Juliusza Słowackiego, ul. Balladyny 22, 20-601 Lublin"
427,4528,"Przedszkole Integracyjne nr 39, ul. Balladyny 14, 20-601 Lublin"
427,4529,"Szkoła Podstawowa nr 29 im. Adama Mickiewicza, ul. Wajdeloty 1, 20-604 Lublin"
427,4531,"XXX Liceum Ogólnokształcące im. księdza Jana Twardowskiego, ul. Wajdeloty 12, 20-604 Lublin"
427,4532,"Przedszkole nr 33 im. Kubusia Puchatka, ul. Grażyny 10, 20-605 Lublin"
427,4533,"Przedszkole nr 47, ul. Mieszka I nr 3, 20-610 Lublin"
427,4534,"Młodzieżowy Dom Kultury „Pod Akacją”, ul. Bolesława Chrobrego 18, 20-611 Lublin"
427,4535,"Zespół Przedszkolny nr 1, ul. Zachodnia 7, 20-620 Lublin"
427,4536,"Przedszkole Niepubliczne Akademia Poziomkowa w Lublinie, ul. Siewna 20, 20-617 Lublin"
427,4537,"Przedszkole nr 48, ul. Leonarda 15, 20-625 Lublin"
427,4540,"Szkoła Podstawowa nr 38 im. Henryka Sienkiewicza, ul. Pana Wołodyjowskiego 13, 20-627 Lublin"
427,4539,"Przedszkole nr 46, ul. Pana Wołodyjowskiego 1, 20-627 Lublin"
427,4541,"Przedszkole nr 49, ul. Pana Balcera 11, 20-631 Lublin"
427,4542,"Przedszkole nr 57, ul. Ignacego Rzeckiego 12, 20-637 Lublin"
427,4543,"Zespół Szkół Ogólnokształcących nr 5, ul. Ignacego Rzeckiego 10, 20-637 Lublin"
427,4544,"Politechnika Lubelska Wydział Mechaniczny, ul. Nadbystrzycka 36, 20-618 Lublin"
427,4546,"Zespół Szkół Ogólnokształcących nr 6, ul. Krochmalna 29, 20-401 Lublin"
427,4547,"Szkoła Podstawowa nr 20 im. Jarosława Dąbrowskiego, al. Józefa Piłsudskiego 26, 20-407 Lublin"
427,4548,"„AD-BUD” Sp. z o. o., ul. Gazowa 7/9, 20-406 Lublin"
427,4549,"Przedszkole nr 85, ul. Onyksowa 8, 20-582 Lublin"
427,4550,"Przedszkole Niepubliczne „Koralik”, ul. Koralowa 19, 20-583 Lublin"
427,4552,"Szkoła Podstawowa nr 50 im. Kardynała Stefana Wyszyńskiego, ul. Roztocze 14, 20-722 Lublin"
427,4553,"Administracja Osiedla „BŁONIE”, ul. Dragonów 2, 20-554 Lublin"
427,4554,"Biuro Obsługi Mieszkańców, ul. Szaserów 13 - 15, 20-553 Lublin"
427,4555,"Szkoła Podstawowa nr 42 im. K. Ildefonsa Gałczyńskiego, ul. Rycerska 9, 20-552 Lublin"
427,4556,"Przedszkole nr 69, ul. Dziewanny 19, 20-539 Lublin"
427,4557,"Szkoła Podstawowa nr 46 im. Króla Jana III Sobieskiego, ul. Biedronki 13, 20-543 Lublin"
427,4558,"Zespół Szkół nr 10, ul. Biedronki 13, 20-543 Lublin"
427,4559,"Przedszkole nr 31, ul. Tymiankowa 60, 20-542 Lublin"
427,4560,"Przedszkole nr 72, ul. Różana 9, 20-538 Lublin"
427,4561,"Dom Kultury „Ruta”, ul. Różana 8, 20-538 Lublin"
427,4562,"Spółdzielnia Mieszkaniowa „CZUBY”, ul. Watykańska 6, 20-538 Lublin"
427,4563,"Szkoła Podstawowa nr 28 z Oddziałami Integracyjnymi im. Synów Pułku Ziemi Lubelskiej, ul. Radości 13, 20-530 Lublin"
427,4564,"Przedszkole nr 77, ul. Radości 8, 20-530 Lublin"
427,4565,"Przedszkole nr 73, ul. Uśmiechu 5, 20-534 Lublin"
427,4572,"Szkoła Podstawowa nr 51 im. Jana Pawła II, ul. Bursztynowa 22, 20-576 Lublin"
427,4567,"Niepubliczne Przedszkole Językowe „BURSZTYNEK”, ul. Bursztynowa 3a, 20-576 Lublin"
427,4568,"Administracja Osiedla „PORĘBA”, ul. Perłowa 8/70, 20-574 Lublin"
427,4679,"Dom Pomocy Społecznej im. Św. Jana Pawła II, ul. Ametystowa 22, 20-577 Lublin"
427,4570,"Przedszkole Nr 63, ul. Szmaragdowa 22, 20-570 Lublin"
427,4573,"Przedszkole nr 81, ul. Wyżynna 10, 20-560 Lublin"
427,4574,"Administracja SM „WĘGLINEK”, ul. Wyżynna 19/1, 20-560 Lublin"
427,4575,"Niepubliczna Szkoła Podstawowa Montessori, ul. Nadbystrzycka 162, 20-506 Lublin"
427,4576,"Społeczna Szkoła Podstawowa im. Sebastiana Fabiana Klonowica, al. Warszawska 94, 20-824 Lublin"
427,4577,"Ośrodek Wsparcia dla Osób z Niepełnosprawnością „Benjamin”, ul. Zbożowa 22a, 20-827 Lublin"
427,4578,"Miejska Biblioteka Publiczna im. Hieronima Łopacińskiego Filia nr 38, ul. Relaksowa 25, 20-819 Lublin"
427,4579,"Przedszkole Prywatne „CHATKA PUCHATKA”, ul. Kaskadowa 11, 20-819 Lublin"
427,4580,"Administracja Osiedla im. Karola Szymanowskiego, ul. Harnasie 11, 20-857 Lublin"
427,4581,"Spółdzielnia Budowlano–Mieszkaniowa „CHOINY”, ul. Gorczańska 2, 20-868 Lublin"
427,4582,"Przedszkole nr 37, ul. Zakopiańska 3, 20-858 Lublin"
427,4583,"Przedszkole nr 76, ul. Ignacego Jana Paderewskiego 12, 20-860 Lublin"
427,4585,"Szkoła Podstawowa nr 43 im. Ignacego Jana Paderewskiego, ul. Józefa Śliwińskiego 5, 20-861 Lublin"
427,4586,"Szkoła Podstawowa nr 16 im. Fryderyka Chopina, ul. Poturzyńska 2, 20-853 Lublin"
427,4587,"Przedszkole nr 75, ul. Żelazowej Woli 24, 20-853 Lublin"
427,4588,"Szkoła Podstawowa nr 34 im. Kornela Makuszyńskiego, ul. Ireny Kosmowskiej 3, 20-815 Lublin"
427,4589,"Szkoła Podstawowa nr 5 im. Króla Władysława Łokietka, ul. Smyczkowa 3, 20-844 Lublin"
427,4590,"Przedszkole z Oddziałem Integracyjnym nr 70 w Lublinie, ul. Smyczkowa 2, 20-844 Lublin"
427,4591,"Przedszkole nr 2, ul. Lawinowa 7, 20-864 Lublin"
427,4592,"Przedszkole Specjalne nr 11, ul. Młodej Polski 30, 20-863 Lublin"
427,4593,"Dzielnicowy Dom Kultury SM „CZECHÓW”, ul. Jana Kiepury 5a, 20-838 Lublin"
427,4594,"Przedszkole nr 56, ul. Kurantowa 3, 20-836 Lublin"
427,4595,"Przedszkole nr 58, ul. Radzyńska 16, 20-850 Lublin"
427,4597,"Zespół Szkół Ogólnokształcących nr 1 im. Zbigniewa Herberta, ul. Radzyńska 5, 20-850 Lublin"
427,4598,"Specjalistyka Czechów Sp. z o. o., al. Kompozytorów Polskich 8a, 20-848 Lublin"
427,4599,"Spółdzielnia Mieszkaniowa „RUDNIK”, ul. Nowowiejskiego 6, 20-880 Lublin"
427,4602,"Specjalny Ośrodek Szkolno-Wychowawczy nr 1, al. Spółdzielczości Pracy 65, 20-147 Lublin"
427,4601,"Gminna Spółdzielnia „Samopomoc Chłopska” w Wólce, ul. Turystyczna 132, 20-230 Lublin"
427,4603,"Budynek parafii rzymsko-katolickiej pw. św. Antoniego Padewskiego, ul. Kasztanowa 1, 20-138 Lublin"
427,4604,"Urząd Miasta Lublin Miejski Zespół do Spraw Orzekania o Niepełnosprawności w Lublinie, ul. Magnoliowa 2, 20-143 Lublin"
427,4605,"Szkoła Podstawowa nr 4 im. Adama Mickiewicza, ul. Hiacyntowa 69, 20-143 Lublin"
427,4606,"Niepubliczne Przedszkole „Krasnal 2”, ul. Owocowa 6, 20-140 Lublin"
427,4607,"Zakład Obsługi Nieruchomości „ADMINA” Sp. z o. o., ul. Marii Koryznowej 2c, 20-137 Lublin"
427,4608,"Zespół Szkół Ogólnokształcących nr 4 im. Orląt Lwowskich, ul. Kazimierza Tumidajskiego 6a, 20-247 Lublin"
427,4609,"Przedszkole nr 59, ul. Niepodległości 12a, 20-246 Lublin"
427,4610,"Administracja Osiedla „NIEPODLEGŁOŚCI”, ul. Kazimierza Tumidajskiego 24, 20-247 Lublin"
427,4611,"NZOZ „MELISA”, ul. Niepodległości 9, 20-246 Lublin"
427,4612,"RSM MOTOR, ul. Ignacego Daszyńskiego 4, 20-250 Lublin"
427,4613,"Zespół Ośrodków Wsparcia w Lublinie, ul. Lwowska 28, 20-128 Lublin"
427,4614,"Przedszkole nr 13, ul. Stefana Okrzei 9, 20-138 Lublin"
427,4615,"Siedziba Rady i Zarządu Dzielnicy KALINOWSZCZYZNA, ul. Franciszka Kleeberga 12a, 20-243 Lublin"
427,4616,"Przedszkole nr 50, ul. Podzamcze 7a, 20-126 Lublin"
427,4617,"Zespół Szkół Odzieżowo-Włókienniczych im. Władysława Stanisława Reymonta, ul. Lwowska 11, 20-128 Lublin"
427,4618,"Przedszkole nr 52, ul. Józefa Kustronia 10, 20-241 Lublin"
427,4619,"Szkoła Podstawowa nr 10 im. Henryka Sienkiewicza, ul. Kalinowszczyzna 70, 20-201 Lublin"
427,4623,"Szkoła Podstawowa nr 27 im. Marii Montessori, ul. Kresowa 1, 20-215 Lublin"
427,4621,"Zespół Szkół Ogólnokształcących nr 2, ul. Przyjaźni 12, 20-314 Lublin"
427,4622,"Klub Osiedlowy „PRZYJAŹNI”, ul. Przyjaźni 13, 20-314 Lublin"
427,4624,"Siedziba Rady i Zarządu Dzielnicy TATARY, ul. Gospodarcza 32, 20-213 Lublin"
427,4625,"Publiczne Przedszkole Integracyjne nr 40 w Lublinie, ul. Gospodarcza 18, 20-213 Lublin"
427,4626,"Przedszkole nr 44, ul. Maszynowa 6, 20-218 Lublin"
427,4627,"Szkoła Podstawowa nr 27 im. Marii Montessori, ul. Maszynowa 2, 20-218 Lublin"
427,4628,"Filia DDK „Bronowice” Pracownia Kultury Tatary, ul. Hutnicza 28a, 20-218 Lublin"
427,4629,"Ośrodek Medyczny DMP Sp. z o. o., ul. Projektowa 5, 20-209 Lublin"
427,4630,"Szkoła Podstawowa nr 48 im. Józefa Piłsudskiego, ul. Jana Kasprowicza 112, 20-232 Lublin"
427,4631,"Przedszkole nr 84, ul. Zygmunta Augusta 28, 20-283 Lublin"
427,4633,"Szkoła Podstawowa nr 52 im. Marii Konopnickiej, ul. Władysława Jagiełły 11, 20-281 Lublin"
427,4634,"Miejska Biblioteka Publiczna im. Hieronima Łopacińskiego Filia nr 36, ul. Zygmunta Augusta 15, 20-283 Lublin"
427,4635,"Rodzinny Ogród Działkowy „Słonecznik”, ul. Rąblowska 13, 20-509 Lublin"
427,4636,"Szkoła Podstawowa nr 39 im. Szarych Szeregów, ul. Krężnicka 156, 20-518 Lublin"
427,4637,"Żłobek nr 8, ul. Nałkowskich 102, 20-470 Lublin"
427,4642,"Szkoła Podstawowa nr 30 im. Króla Kazimierza Wielkiego, ul. Nałkowskich 110, 20-470 Lublin"
427,4639,"Przedszkole nr 78, ul. Jana Samsonowicza 9, 20-485 Lublin"
427,4641,"Przedszkole nr 66, ul. Jana Samsonowicza 33a, 20-485 Lublin"
427,4643,"Przedszkole nr 87, ul. Jacka Woronieckiego 11, 20-492 Lublin"
427,4644,"PKP Zakład Linii Kolejowych w Lublinie Sekcja Eksploatacji, ul. Nowy Świat 31a, 20-418 Lublin"
427,4645,"Budynek dotychczasowego Domu Kultury Kolejarza, ul. Władysława Kunickiego 35, 20-417 Lublin"
427,4646,"Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci i Młodzieży Niepełnosprawnych im. Prof. Zofii Sękowskiej w Lublinie, ul. Wyścigowa 31, 20-425 Lublin"
427,4647,"Szkoła Podstawowa nr 1 im. ks. Stanisława Konarskiego, ul. Władysława Kunickiego 116, 20-436 Lublin"
427,4652,"VI Liceum Ogólnokształcące im. Hugona Kołłątaja, ul. Adama Mickiewicza 36, 20-466 Lublin"
427,4649,"Szkoła Podstawowa nr 40 im. Lubelskiego Lipca 1980, ul. Róży Wiatrów 9, 20-468 Lublin"
427,4650,"Żłobek nr 6, ul. Zbigniewa Herberta 12, 20-468 Lublin"
427,4662,"Szkoła Podstawowa nr 2 im. Jana Kochanowskiego, ul. Adama Mickiewicza 24, 20-433 Lublin"
427,4653,"Szpital Neuropsychiatryczny im. Prof. Mieczysława Kaczyńskiego SPZOZ, ul. Abramowicka 2, 20-442 Lublin"
427,4654,"Zespół Szkół Transportowo-Komunikacyjnych im. Tadeusza Kościuszki, ul. Zemborzycka 82, 20-445 Lublin"
427,4655,"Wojewódzki Ośrodek Terapii Uzależnienienia od Alkoholu i Współuzależnienia, ul. Abramowicka 4b, 20-442 Lublin"
427,4656,"Zespół Szkół Energetycznych im. prof. Kazimierza Drewnowskiego, ul. Długa 6, 20-346 Lublin"
427,4657,"Przedszkole nr 7, ul. Elektryczna 12, 20-349 Lublin"
427,4659,"Szkoła Podstawowa nr 15 im. Jana Pawła II, ul. Elektryczna 51, 20-349 Lublin"
427,4660,"Szkoła Podstawowa nr 32 z Oddziałami Integracyjnymi im. Pamięci Majdanka, ul. Kazimierza Przerwy-Tetmajera 2, 20-362 Lublin"
427,4661,"Kolegium Pracowników Służb Społecznych, ul. Sulisławicka 7, 20-360 Lublin"
427,4663,"Siedziba Rady i Zarządu Dzielnicy ABRAMOWICE, ul. Abramowicka 122, 20-391 Lublin"
427,4664,"Warsztat Terapii Zajęciowej Misericordia, ul. Głuska 138, 20-380 Lublin"
427,4665,"SP Szpital Kliniczny Nr 1 w Lublinie: Klinika Okulistyki Ogólnej, Klinika Chirurgii Siatkówki i Ciała Szklistego, Klinika Diagnostyki i Mikrochirurgii Jaskry, ul. Chmielna 1, 20-079 Lublin"
427,4666,"SP Szpital Kliniczny Nr 1 w Lublinie, ul. Stanisława Staszica 11, 20-081 Lublin"
427,4667,"SP Szpital Kliniczny Nr 1 w Lublinie: Klinika Chirurgii Onkologicznej, ul. Radziwiłłowska 13, 20-080 Lublin"
427,4668,"SP Szpital Kliniczny Nr 1 w Lublinie: I Klinika Psychiatrii, Psychoterapii i Wczesnej Interwencji, II Klinika Psychiatrii i Rehabilitacji Psychiatrycznej, ul. Głuska 1, 20-439 Lublin"
427,4669,"SP Szpital Wojewódzki im. Jana Bożego w Lublinie, ul. Mieczysława Biernackiego 9, 20-089 Lublin"
427,4670,"SP Szpital Wojewódzki im. Jana Bożego w Lublinie, ul. Zbigniewa Herberta 21, 20-286 Lublin"
427,4671,"SP Szpital Wojewódzki im. Jana Bożego w Lublinie, ul. Lubartowska 81, 20-123 Lublin"
427,4672,"SP Szpital Kliniczny Nr 4 w Lublinie, ul. Kazimierza Jaczewskiego 8, 20-090 Lublin"
427,4673,"Centrum Onkologii Ziemi Lubelskiej im. św. Jana z Dukli, ul. Kazimierza Jaczewskiego 7, 20-090 Lublin"
427,4674,"Instytut Medycyny Wsi im. Witolda Chodźki, ul. Kazimierza Jaczewskiego 2, 20-090 Lublin"
427,4675,"1 Wojskowy Szpital Kliniczny z Polikliniką SPZOZ w Lublinie, al. Racławickie 23, 20-049 Lublin"
427,4676,"Wojewódzki Szpital Specjalistyczny im. Stefana Kardynała Wyszyńskiego SP ZOZ, al. Kraśnicka 100, 20-550 Lublin"
427,4677,"SP Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych w Lublinie, ul. Grenadierów 3, 20-331 Lublin"
427,4678,"Szpital Neuropsychiatryczny im. Prof. Mieczysława Kaczyńskiego SP ZOZ w Lublinie, ul. Abramowicka 2, 20-442 Lublin"
427,4680,"Dom Pomocy Społecznej dla Osób Niepełnosprawnych Fizycznie, ul. Kosmonautów 78, 20-358 Lublin"
427,4681,"Dom Pomocy Społecznej „Kalina”, ul. Kalinowszczyzna 84, 20-201 Lublin"
427,4683,"Dom Pomocy Społecznej im. Wiktorii Michelisowej, ul. Archidiakońska 7, 20-113 Lublin"
427,4684,"Areszt Śledczy w Lublinie, ul. Południowa 5, 20-482 Lublin"
428,4685,"Remiza Ochotniczej Straży Pożarnej, Janowica 17A, 21-070  Cyców"
428,4686,"Zespół Szkół w Cycowie, ul. Chełmska 44, 21-070  Cyców"
428,4687,"Świetlica Wiejska, Barki 18, 21-070 Cyców"
428,4688,"Szkoła Podstawowa, Malinówka 62, 21-070  Cyców"
428,4689,"Remiza Ochotniczej Straży Pożarnej, Nowy Stręczyn 40A, 21-070  Cyców"
428,4690,"Punkt Przedszkolny, Bekiesza 31, 21-070 Cyców"
428,4691,"Szkoła Podstawowa, Głębokie 4, 21-070  Cyców"
428,4692,"Świetlica Wiejska, Garbatówka 7, 21-070  Cyców"
428,4693,"Świetlica Wiejska, Kopina 60, 21-070  Cyców"
428,4694,"Remiza Ochotniczej Straży Pożarnej, Świerszczów 26, 21-070 Cyców"
428,4695,"Zespół Szkół w Cycowie, Chełmska 44, 21-070 Cyców"
428,4696,"Szkoła Podstawowa, Stawek 5, 21-070 Cyców"
429,4697,"Hala sportowo-widowiskowa, Ludwin-Kolonia 20A, 21-075 Ludwin"
429,4698,"Szkoła Podstawowa, Zezulin Niższy 70, 21-075 Ludwin"
429,4699,"Szkoła Podstawowa, Piaseczno 37, 21-075 Ludwin"
429,4700,"Szkoła Podstawowa, Dratów 84, 21-075 Ludwin"
429,4701,"Remiza OSP, Kaniwola 76, 21-075 Ludwin"
430,4702,"Ośrodek Rewalidacyjno-Wychowawczy, Litewska 16, 21-010 Łęczna"
430,4703,"Budynek szkoły, Zofiówka 85, 21-010 Łęczna"
430,4704,"Remiza OSP, Ciechanki Krzesimowskie 11, 21-010 Łęczna"
430,4705,"Sala konferencyjna Urzędu Miejskiego, Plac Kościuszki 22, 21-010 Łęczna"
430,4706,"Budynek szkoły, ul. Marszałka Piłsudskiego 12, 21-010 Łęczna"
430,4707,"Osiedlowy Dom Kultury, ul. Górnicza 12, 21-010 Łęczna"
430,4709,"Budynek szkoły, ul. Szkolna 53, 21-010 Łęczna"
430,4710,"Budynek szkoły, ul. Staszica 17, 21-010 Łęczna"
430,4711,"Centrum Kultury, ul. Obrońców Pokoju 1, 21-010 Łęczna"
430,4712,"Biblioteka, ul. Obrońców Pokoju 1, 21-010 Łęczna"
430,4713,"Budynek szkoły, ul. Bogdanowicza 9, 21-010 Łęczna"
430,4716,"Budynek szkoły, ul. Jaśminowa 6, 21-010 Łęczna"
430,4717,"Szpital Powiatowy, ul. Krasnystawska 52, 21-010 Łęczna"
431,4718,"Szkoła Podstawowa w Łańcuchowie, Łańcuchów 20, 21-020 Milejów"
431,4719,"Środowiskowy Dom Samopomocy w Antoniowie, Antoniów 48, 21-020 Milejów"
431,4720,"Zespół Szkół Nr 2 Liceum Ogólnokształcące w Milejowie, Milejów-Osada Partyzancka 62, 21-020 Milejów"
431,4721,"Urząd Gminy w Milejowie, Milejów-Osada Partyzancka 13a, 21-020 Milejów"
431,4722,"Szkoła Podstawowa w Jaszczowie, Jaszczów 24, 21-020 Milejów"
431,4723,"Szkoła Podstawowa w Białce, Białka 122, 21-020 Milejów"
431,4724,"Szkoła Podstawowa w Łysołajach, Łysołaje 120, 21-020 Milejów"
431,4725,"Remiza OSP w Starościcach, Starościce 31, 21-020 Milejów"
431,4726,"Budynek po byłej szkole w Maryniowie, Maryniów 11a, 21-020 Milejów"
432,4727,"Zespół Szkolno-Przedszkolny w Ostrówku, Ostrówek 154, 21-013 Puchaczów"
432,4728,"Zespół Szkolno-Przedszkolny w Ostrówku, Szkoła Filialna w Zawadowie, Zawadów 158, 21-013 Puchaczów"
432,4729,"Zespół Szkolno-Przedszkolny w Nadrybiu, Nadrybie-Dwór 88, 21-013 Puchaczów"
432,4731,"Zespół Szkół w Puchaczowie, Mickiewicza 19, 21-013 Puchaczów"
432,4732,"Zespół Szkół w Puchaczowie, Szkoła Filialna w Albertowie, Albertów 69, 21-013 Puchaczów"
433,4733,"Lokal Szkoły Podstawowej, Spiczyn 8, 21-077 Spiczyn"
433,4734,"Lokal Szkoły Podstawowej, Charlęż-Kolonia 17, 21-077 Spiczyn"
433,4735,"Lokal Szkoły Podstawowej, Jawidz 109B, 21-077 Spiczyn"
433,4736,"Lokal Szkoły Podstawowej, Zawieprzyce 121, 21-077 Spiczyn"
433,4737,"Lokal Szkoły Podstawowej, Januszówka 33A, 21-077 Spiczyn"
434,4738,"Gminna Biblioteka Publiczna w Adamowie, gen. Franciszka Kleeberga 5c, 21-412 Adamów"
434,4739,"Dom Kultury Pomnik Czynu Bojowego Kleeberczyków, Wola Gułowska 68, 21-481 Wola Gułowska"
434,4740,"Świetlica wiejska w Gułowie, Gułów 48A, 21-412 Adamów"
434,4741,"Szkoła Podstawowa w Zakępiu, Zakępie 17A, 21-412 Adamów"
434,4742,"Świetlica wiejska w Lipinach, Lipiny 44, 21-412 Adamów"
434,4743,"Budynek komunalny Hordzieżka Nr 60, Hordzieżka 60, 21-412 Adamów"
434,4744,"Świetlica wiejska w Żurawcu, Żurawiec 19, 21-412 Adamów"
435,4745,"Zespół Szkół w Okrzei, ul. Szkolna 2, 21-480 Okrzeja"
435,4746,"Zespół Szkół w Woli Okrzejskiej, Wola Okrzejska 105A, 21-480 Okrzeja"
435,4747,"Zespół Szkół w Hucie Dąbrowie, Huta-Dąbrowa ul. Hutnicza 30, 21-470 Krzywda"
435,4748,"Zespół Szkół w Radoryżu Smolanym, Radoryż Smolany 26, 21-470 Krzywda"
435,4749,"Zespół Szkół w Fiukówce, Fiukówka 9, 21-470 Krzywda"
435,4750,"Zespół Szkół w Krzywdzie, ul. Osiedlowa 5, 21-470 Krzywda"
435,4751,"Świetlica Wiejska w Szczałbie, Szczałb 8, 21-470 Krzywda"
435,4752,"Szkoła Podstawowa w Radoryżu Kościelnym, Radoryż Kościelny 42, 21-470 Krzywda"
436,4753,"Szkoła Podstawowa z oddziałem przedszkolnym w Aleksandrowie, Aleksandrów 51, 21-400 Łuków"
436,4754,"Zespół Szkół w Dąbiu, Dąbie 83C, 21-400 Łuków"
436,4755,"Zespół Szkół w Gołąbkach, Gołąbki 33, 21-400 Łuków"
436,4756,"Zespół Szkół w Gręzówce, Gręzówka 41, 21-400 Łuków"
436,4757,"Zespół Szkół w Krynce, Krynka 250, 21-400 Łuków"
436,4758,"Zespół Szkół w Gołaszynie, Gołaszyn 29, 21-400 Łuków"
436,4759,"Przedszkole """"Baśniowy Dworek"""" w Łazach, Łazy 383, 21-400 Łuków"
436,4760,"Szkoła Filialna w Turzych Rogach, Turze Rogi 50, 21-400 Łuków"
436,4761,"Zespół Szkół w Czerśli, Czerśl 1, 21-400 Łuków"
436,4762,"Zespół Szkół w Strzyżewie, Strzyżew 128, 21-400 Łuków"
436,4763,"Zespół Szkół w Świdrach, Świdry 99, 21-400 Łuków"
436,4764,"Zespół Szkół w Rolach, Role 114, 21-400 Łuków"
436,4765,"Zespół Szkół w Zalesiu, Zalesie 141, 21-400 Łuków"
436,4766,"Zespół Szkolno-Przedszkolny w Zarzeczu Łukowskim, Zarzecz Łukowski 54, 21-400 Łuków"
436,4767,"Świetlica wiejska w Sulejach, Suleje 54, 21-400 Łuków"
437,4768,"Świetlica w Charlejowie, Charlejów 57, 21-413 Serokomla"
437,4769,"Szkoła Podstawowa w Krzówce, Krzówka 37, 21-413 Serokomla"
437,4770,"Budynek komunalny, Ruda 29, 21-413 Serokomla"
437,4772,"Zespół Szkół w Serokomli, ul. Warszawska 28, 21-413 Serokomla"
438,4773,"Centrum Społeczno-Kulturalne w Staninie, Stanin 105, 21-422 Stanin"
438,4774,"Centrum Społeczno-Kulturalne w Tuchowiczu, Tuchowicz 47A, 21-421 Tuchowicz"
438,4775,"Publiczna Szkoła Podstawowa im. St. Grafika w Zagoździu, Lipniak 5, 21-421 Tuchowicz"
438,4776,"Publiczna Szkoła Podstawowa w Zastawiu, Zastawie 9, 21-421 Tuchowicz"
438,4777,"Publiczna Szkoła Podstawowa w Jeleńcu, Jeleniec 45, 21-421 Tuchowicz"
438,4778,"Budynek byłej Szkoły Podstawowej we Wnętrznem, Wnętrzne 35A, 21-421 Tuchowicz"
438,4779,"Publiczna Szkoła Podstawowa w Sarnowie, Sarnów 19B, 21-421 Tuchowicz"
438,4780,"Budynek Wiejski w Kopinie, Kopina 41A, 21-421 Tuchowicz"
438,4781,"Publiczna Szkoła Podstawowa w Jonniku, Jonnik 20, 21-421 Tuchowicz"
439,4782,"Urząd Gminy w Stoczku Łukowskim, Plac T. Kościuszki 1, 21-450 Stoczek Łukowski"
439,4783,"Zespół Oświatowy w Jedlance, Jedlanka ul. Warszawska 13, 21-450 Stoczek Łukowski"
439,4784,"Szkoła Podstawowa w Kamionce, Kamionka 24, 21-450 Stoczek Łukowski"
439,4785,"Szkoła Podstawowa w Kisielsku, Kisielsk 84, 21-450 Stoczek Łukowski"
439,4786,"Szkoła Podstawowa w Starej Prawdzie, Stara Prawda 1, 21-450 Stoczek Łukowski"
439,4787,"Szkoła Filialna w Toczyskach, Toczyska 101, 21-450 Stoczek Łukowski"
439,4788,"Szkoła Podstawowa w Starej Róży, Stara Róża 35, 21-450 Stoczek Łukowski"
439,4789,"Szkoła Podstawowa w Starych Kobiałkach, Stare Kobiałki 18, 21-450 Stoczek Łukowski"
439,4790,"Remiza OSP w Jamielnem, Jamielne 37, 21-450 Stoczek Łukowski"
439,4791,"Szkoła Podstawowa w Szyszkach, Szyszki 66, 21-450 Stoczek Łukowski"
440,4792,"Zespół Szkolno-Przedszkolny w Trzebieszowie, Trzebieszów Drugi 94A, 21-404 Trzebieszów"
