id,id_gminy,siedziba 
14395,1334,"Œwietlica Wiejska, Kêpnica 79b, 48-303 Nysa"
14396,1334,"Œwietlica Wiejska, Wyszków Œl¹ski 45, 48-303 Nysa"
14397,1334,"Œwietlica Wiejska, Domaszkowice 120a, 48-303 Nysa"
14398,1334,"Zespó³ Szkolno-Przedszkolny, Niwnica 127, 48-303 Nysa"
14399,1334,"Œwietlica Wiejska, Wierzbiêcice 110, 48-303 Nysa"
14400,1334,"Œwietlica Wiejska, Lipowa 40, 48-303 Nysa"
14401,1334,"Zespó³ Szkolno-Przedszkolny, Goœwinowice ul. Kolejowa 5, 48-300 Nysa"
14402,1334,"Œwietlica Wiejska, Jêdrzychów ul. Wiœniowa 1, 48-300 Nysa"
14403,1334,"Œwietlica Wiejska, Radzikowice 70, 48-300 Nysa"
14404,1334,"Œwietlica Wiejska, Skorochów 2F, 48-300 Nysa"
14405,1334,"Œwietlica Wiejska, Z³otog³owice 169, 48-300 Nysa"
14406,1334,"Zespó³ Opieki Zdrowotnej w Nysie, ul. Bohaterów Warszawy 23, 48-300 Nysa"
14407,1334,"Zak³ad Karny w Nysie, ul. Koœciuszki 4 A, 48-300 Nysa"
14408,1335,"Zespó³ Przedszkoli w Otmuchowie, ul. W³adys³awa £okietka 10, 48-385 Otmuchów"
14409,1335,"Liceum Ogólnokszta³c¹ce w Otmuchowie, ul. Krakowska 36, 48-385 Otmuchów"
14410,1335,"Urz¹d Miasta i Gminy w Otmuchowie, ul. Zamkowa 6, 48-385 Otmuchów"
14411,1335,"Kino, Rynek 7, 48-385 Otmuchów"
14412,1335,"Zespó³ Przedszkoli w Otmuchowie, Jagie³³y 3, 48-385 Otmuchów"
14413,1335,"Œwietlica Spó³dzielni Mieszkaniowej w Otmuchowie, Jagie³³y 54, 48-385 Otmuchów"
14414,1335,"Œwietlica w Otmuchowie, Kalinowa 7, 48-385 Otmuchów"
14415,1335,"Szko³a Podstawowa w Gr¹dach, Gr¹dy 32, 48-385 Gr¹dy"
14416,1335,"Œwietlica Wiejska w Maciejowicach, Maciejowice 15, 48-385 Maciejowice"
14417,1335,"Œwietlica Wiejska w Piotrowicach Nyskich, Piotrowice Nyskie 19, 48-385 Piotrowice Nyskie"
14418,1335,"Szko³a Podstawowa w Ka³kowie, Ka³ków 61a, 48-364 Ka³ków"
14419,1335,"Œwietlica Wiejska w £¹ce, £¹ka 65a, 48-385 £¹ka"
14420,1335,"Œwietlica Wiejska w Jarno³towie, Jarno³tów 92, 48-385 Jarno³tów"
14421,1335,"Budynek by³ej szko³y Œwietlica Wiejska w Bukowie, Buków 92, 48-385 Buków"
14422,1335,"Szko³a Podstawowa w Ligocie Wielkiej, Ligota Wielka 10, 48-385 Ligota Wielka"
14423,1336,"Przedszkole Publiczne Nr 3, ul. M³yñska 23, 48-370 Paczków"
14424,1336,"Zespó³ Szkó³, ul. Ko³³¹taja 9, 48-370 Paczków"
14425,1336,"Dom Plastyka, ul. Rynek 20, 48-370 Paczków"
14426,1336,"Przedszkole Publiczne Nr 2, ul. Wojska Polskiego 43, 48-370 Paczków"
14427,1336,"Wiejski Dom Kultury, Dziewiêtlice 85, 48-370 Paczków"
14428,1336,"Przedszkole Publiczne, Goœcice 37, 48-370 Paczków"
14429,1336,"Zespó³ Szkolno-Przedszkolny, Kamienica 94, 48-370 Paczków"
14430,1336,"Przedszkole Publiczne, Stary Paczków 108a, 48-370 Paczków"
14431,1336,"Wiejski Dom Kultury, Trzeboszowice 11, 48-370 Paczków"
14432,1336,"Œwietlica Wiejska, UjeŸdziec 52a, 48-370 Paczków"
14433,1336,"Œwietlica Wiejska, Unikowice 31A, 48-370 Paczków"
14434,1336,"Wiejski Dom Ludowy, Kozielno 38, 48-370 Paczków"
14435,1336,"Wiejski Dom Kultury, Kamienica 92, 48-370 Paczków"
14436,1336,"Zespó³ Opieki Zdrowotnej w Nysie-Szpital w Paczkowie, ul. Staszica 3, 48-370 Paczków"
14437,1337,"Gminna Biblioteka Publiczna w Pakos³awicach, Pakos³awice 38, 48-314 Pakos³awice"
14438,1337,"Œwietlica w Biechowie, Biechów 8a, 48-314 Pakos³awice"
14439,1337,"Œwietlica we Fr¹czkowie, Fr¹czków 1B, 48-314 Pakos³awice"
14440,1337,"Szko³a Podstawowa w Prusinowicach, Prusinowice ul. Szkolna 9, 48-314 Pakos³awice"
14441,1337,"Szko³a Podstawowa w Nowakach, Nowaki 45, 48-314 Pakos³awice"
14442,1337,"Œwietlica w Reñskiej Wsi, Reñska Wieœ 49, 48-314 Pakos³awice"
14443,1338,"Szko³a Podstawowa w Skoroszycach (sala Nr 20), ul. Braterstwa Broni 9, 48-320 Skoroszyce"
14444,1338,"Szko³a Podstawowa w Chróœcinie (sala Nr 4), Chróœcina ul. Szkolna 1, 48-320 Skoroszyce"
14445,1338,"Szko³a Podstawowa w Sidzinie, Sidzina ul. Radziechowska 3, 48-320 Skoroszyce"
14446,1338,"Œwietlica Wiejska, Makowice 20, 48-320 Skoroszyce"
14447,1338,"Szko³a Podstawowa w Chróœcinie (œwietlica szkolna), Chróœcina Szkolna 1, 48-320 Skoroszyce"
14448,1338,"Szko³a Podstawowa w Skoroszycach (œwietlica szkolna), Braterstwa Broni 9, 48-320 Skoroszyce"
14449,1339,"Zespó³ Szkó³ w Dobrodzieniu, ul. Oleska 7, 46-380 Dobrodzieñ"
14450,1339,"Publiczna Szko³a Podstawowa, ul. Piastowska 17, 46-380 Dobrodzieñ"
14451,1339,"Publiczna Szko³a Podstawowa, ul. Piastowska 49, 46-380 Dobrodzieñ"
14452,1339,"Publiczna Szko³a Podstawowa, Pludry ul. Aleja Wyzwolenia 4b, 46-375 Dobrodzieñ"
14453,1339,"Publiczna Szko³a Podstawowa, Szemrowice ul. Wiejska 2, 46-380 Dobrodzieñ"
14454,1339,"Budynek by³ej Szko³y Podstawowej, Rzêdowice ul. Dobrodzieñska 8, 46-380 Dobrodzieñ"
14455,1339,"Publiczna Szko³a Podstawowa, Turza ul. Kolejowa 27, 46-380 Dobrodzieñ"
14456,1340,"Œwietlica œrodowiskowa, Wojska Polskiego 17, 46-310 Gorzów Œl¹ski"
14457,1340,"Miejsko-Gminny Oœrodek Kultury w Gorzowie Œl¹skim (sala widowiskowa), Rynek 4, 46-310 Gorzów Œl¹ski"
14458,1340,"Hala widowiskowo-sportowa w Gorzowie Œl¹skim, Byczyñska 13, 46-310 Gorzów Œl¹ski"
14459,1340,"Budynek Publicznego Przedszkola., Jastrzygowice 23, 46-310 Gorzów Œl¹ski"
14460,1340,"Publiczna Szko³a Podstawowa., Koz³owice ul. Nowa 2, 46-310 Gorzów Œl¹ski"
14461,1340,"Publiczna Szko³a Podstawowa., Uszyce 35, 46-310 Gorzów Œl¹ski"
14462,1340,"Publiczne Przedszkole, Zdziechowice 98, 46-310 Gorzów Œl¹ski"
14463,1341,"Publiczna Szko³a Podstawowa Nr 1, ul. Pieloka 12, 46-300 Olesno"
14464,1341,"Publiczna Szko³a Podstawowa Nr 3, klasa nr 2, ul. Krasickiego 25, 46-300 Olesno"
14465,1341,"Publiczna Szko³a Podstawowa Nr 3, klasa nr 3, ul. Krasickiego 25, 46-300 Olesno"
14466,1341,"Miejski Dom Kultury-Ma³a Sala, ul. Wielkie Przedmieœcie 31, 46-300 Olesno"
14467,1341,"Miejski Dom Kultury-Sala Kominkowa, ul. Wielkie Przedmieœcie 31, 46-300 Olesno"
14468,1341,"Publiczna Szko³a Podstawowa, ul. Szkolna 1, 46-312 Bodzanowice"
14469,1341,"Publiczna Szko³a Podstawowa, Borki Wielkie ul. M³yñska 8, 46-300 Olesno"
14470,1341,"Publiczne Przedszkole, Borki Ma³e ul. Szkolna 1, 46-300 Olesno"
14471,1341,"DFK, Œwiercze ul. Zap³ocie 1, 46-300 Olesno"
14472,1341,"Remiza OSP, £omnica ul. Stra¿acka 3, 46-300 Olesno"
14473,1341,"Publiczna Szko³a Podstawowa, Sowczyce ul. D³uga 8, 46-300 Olesno"
14474,1341,"Publiczna Szko³a Podstawowa, Wachów Polna 17, 46-300 Olesno"
14475,1341,"Remiza OSP, Wysoka 39 a, 46-300 Olesno"
14476,1341,"Publiczna Szko³a Podstawowa, Wojciechów ul. Kluczborska 37, 46-300 Olesno"
14477,1341,"Remiza OSP, £owoszów ul. Opolska 25, 46-300 Olesno"
14478,1341,"Wiejskie Centrum Kultury, Stare Olesno Kluczborska 3, 46-300 Olesno"
14479,1341,"Remiza OSP, Boroszów 44, 46-300 Olesno"
14480,1341,"Zespó³ Opieki Zdrowotnej w Oleœnie, ul. Klonowa 1, 46-300 Olesno"
14481,1342,"Miejsko-Gminny Oœrodek Kultury i Sportu, ul. Koœciuszki 9, 46-320 Praszka"
14482,1342,"Szko³a Podstawowa nr 3 im. Ks. Kardyna³a Stefana Wyszyñskiego, ul. Listopadowa 18, 46-320 Praszka"
14483,1342,"Publiczne Przedszkole Nr 1, ul. Mickiewicza 28, 46-320 Praszka"
14484,1342,"I Liceum Ogólnokszta³c¹ce im. Powstañców Œl¹skich, ul. Kaliska 38, 46-320 Praszka"
14485,1342,"Remiza Ochotniczej Stra¿y Po¿arnej, Wygie³dów 22, 46-310 Gorzów Œl¹ski"
14486,1342,"Œrodowiskowy Dom Samopomocy, Gana 28, 46-320 Praszka"
14487,1342,"Zespó³ Szkolno-Przedszkolny, Strojec ul. Szkolna 8, 46-320 Praszka"
14488,1342,"Szko³a Podstawowa, Przedmoœæ ul. G³ówna 22, 46-320 Praszka"
14489,1342,"Szko³a Podstawowa im. Wincentego Witosa, Kowale ul. Szkolna 1, 46-320 Praszka"
14490,1342,"Publiczna Szko³a Podstawowa Stowarzyszenia Przyjació³ Szkó³ Katolickich, Wierzbie 44, 46-320 Praszka"
14491,1343,"Publiczna Szko³a Podstawowa w Rad³owie, ul. Oleska 1, 46-331 Rad³ów"
14492,1343,"Publiczna Szko³a Podstawowa w Sternalicach, Sternalice 8, 46-333 Sternalice"
14493,1343,"Publiczna Szko³a Podstawowa Pomnik 1000 - Lecia w Koœcieliskach, Koœcieliska 28, 46-324 Koœcieliska"
14494,1344,"Publiczna Szko³a Podstawowa im. Tadeusza Koœciuszki w Cieciu³owie, Cieciu³ów 19, 46-325 Rudniki"
14495,1344,"Publiczna Szko³a Podstawowa im. Marsza³ka Józefa Pi³sudskiego w ¯ytniowie, ¯ytniów 29, 46-325 Rudniki"
14496,1344,"Publiczna Szko³a Podstawowa im. Andrzeja Wajdy w Rudnikach, ul. Wieluñska 6, 46-325 Rudniki"
14497,1344,"Publiczna Szko³a Podstawowa im. Jana Paw³a II w Dalachowie, Dalachów 217, 46-325 Rudniki"
14498,1344,"Publiczna Szko³a Podstawowa im. Miko³aja Kopernika w Jaworznie, Mirowszczyzna 43, 46-325 Rudniki"
14499,1345,"Dom Spotkañ, Du¿a sala, ul. Izydora Murka 1, 46-048 Zêbowice"
14500,1345,"Ochotnicza Stra¿ Po¿arna, Kad³ub Wolny ul. Szkolna 5, 46-048 Zêbowice"
14501,1345,"Budynek gminny, Radawie ul. Szkolna 22, 46-048 Zêbowice"
14502,1345,"Dom Spotkañ, Ma³a sala, ul. Izydora Murka 1, 46-048 Zêbowice"
14503,1346,"Remiza OSP Wrzoski, ul. Wroc³awska 242, 45-960 Opole"
14504,1346,"Publiczna Szko³a Podstawowa Nr 32, ul. Opolska 34, 45-960 Opole"
14505,1346,"Remiza OSP Bierkowice, ul. Wroc³awska 190, 45-837 Opole"
14506,1346,"Publiczna Szko³a Podstawowa Nr 9, ul. Cmentarna 7, 45-834 Opole"
14507,1346,"Publiczna Szko³a Podstawowa Nr 9, ul. Cmentarna 7, 45-834 Opole"
14508,1346,"Publiczna Szko³a Podstawowa Nr 33, ul. Joachima Lelewela 9, 45-856 Opole"
14509,1346,"Publiczna Szko³a Podstawowa Nr 33, ul. Joachima Lelewela 9, 45-856 Opole"
14510,1346,"Zespó³ Szkó³ Technicznych i Ogólnokszta³c¹cych, ul. Józefa Hallera 6, 45-867 Opole"
14511,1346,"Publiczna Szko³a Podstawowa Nr 14, ul. Szymona Koszyka 21, 45-720 Opole"
14512,1346,"Zespó³ Szkó³ Budowlanych, ul. Niemodliñska 40, 45-761 Opole"
14513,1346,"Przedszkole Publiczne Nr 43, ul. Prószkowska 5A, 45-710 Opole"
14514,1346,"Publiczna Szko³a Podstawowa Nr 8, ul. Ksiêdza Norberta Bonczyka 13, 45-705 Opole"
14515,1346,"Zespó³ Szkó³ Ogólnokszta³c¹cych Nr I, ul. Licealna 3, 45-714 Opole"
14516,1346,"Zespó³ Szkó³ Ogólnokszta³c¹cych Nr I, ul. Licealna 3, 45-714 Opole"
14517,1346,"Publiczna Szko³a Podstawowa Nr 30, ul. Nyska 1A, 45-940 Opole"
14518,1346,"Publiczna Szko³a Podstawowa Nr 10, ul. Walerego Wróblewskiego 7, 45-760 Opole"
14519,1346,"Publiczna Szko³a Podstawowa Nr 10, ul. Walerego Wróblewskiego 7, 45-760 Opole"
14520,1346,"Zespó³ Szkolno-Przedszkolny Nr 1 - Publiczna Szko³a Podstawowa Nr 28, ul. Bogumi³a Wyszomirskiego 6, 45-776 Opole"
14521,1346,"Œwietlica-Winów, ul. Szkolna 14, 45-950 Opole"
14522,1346,"Œwietlica-Œwierkle, ul. Œwierkli 2, 45-920 Opole"
14523,1346,"Œwietlica-Borki, ul. Pelargonii 12, 45-920 Opole"
14524,1346,"Publiczna Szko³a Podstawowa Nr 31, ul. Krzanowicka 1, 45-920 Opole"
14525,1346,"Publiczna Szko³a Podstawowa Nr 31, ul. Krzanowicka 1, 45-920 Opole"
14526,1346,"Œwietlica-Wróblin, ul. Gminna 3A, 45-128 Opole"
14527,1346,"Publiczna Szko³a Podstawowa Nr 7, ul. Budowlanych 40, 45-122 Opole"
14528,1346,"Przedszkole Publiczne Nr 26, ul. Chabrów 56, 45-221 Opole"
14529,1346,"Publiczna Szko³a Podstawowa Nr 11, ul. Chabrów 65, 45-221 Opole"
14530,1346,"Zespó³ Szkó³ Ogólnokszta³c¹cych Nr II, ul. gen. Kazimierza Pu³askiego 3, 45-048 Opole"
14531,1346,"Publiczne Liceum Ogólnokszta³c¹ce Nr IX, ul. Oleska 68, 45-222 Opole"
14532,1346,"Publiczne Liceum Ogólnokszta³c¹ce Nr IX, ul. Oleska 68, 45-222 Opole"
14533,1346,"Publiczna Szko³a Podstawowa Nr 5 z Oddzia³ami Integracyjnymi, ul. Majora „Hubala” 2, 45-267 Opole"
14534,1346,"Publiczna Szko³a Podstawowa Nr 5 z Oddzia³ami Integracyjnymi, ul. Majora „Hubala” 2, 45-267 Opole"
14535,1346,"Miejski Oœrodek Pomocy Rodzinie w Opolu, Dom Dziennego Pobytu „Z³ota Jesieñ”, ul. Majora „Hubala” 4, 45-267 Opole"
14536,1346,"Przedszkole Publiczne Integracyjne Nr 51, ul. Jana Bytnara „Rudego” 1, 45-265 Opole"
14537,1346,"Publiczna Szko³a Podstawowa Nr 29, ul. Szarych Szeregów 1, 45-284 Opole"
14538,1346,"Publiczna Szko³a Podstawowa Nr 29, ul. Szarych szeregów 1, 45-284 Opole"
14539,1346,"M³odzie¿owy Dom Kultury Filia Nr 1, ul. Skautów Opolskich 10, 45-286 Opole"
14540,1346,"Publiczna Szko³a Podstawowa Nr 25, ul. Wiejska 77, 45-240 Opole"
14541,1346,"Przedszkole Publiczne Nr 56, ul. Sieradzka 7, 45-304 Opole"
14542,1346,"Przedszkole Publiczne Nr 4, ul. Bielska 23, 45-401 Opole"
14543,1346,"Przedszkole Publiczne Nr 4, ul. Bielska 23, 45-401 Opole"
14544,1346,"Przedszkole Publiczne Nr 56, ul. Sieradzka 7, 45-304 Opole"
14545,1346,"Publiczna Szko³a Podstawowa Nr 15, ul. Ma³opolska 20, 45-301 Opole"
14546,1346,"Miejski Oœrodek Pomocy Rodzinie w Opolu, Dom Dziennego Pobytu „Malinka”, ul. Piotrkowska 2, 45-305 Opole"
14547,1346,"Przedszkole Publiczne Nr 37, ul. Jesionowa 8, 45-409 Opole"
14548,1346,"Publiczna Szko³a Podstawowa Nr 15, ul. Ma³opolska 20, 45-301 Opole"
14549,1346,"Publiczna Szko³a Podstawowa Nr 20, ul. Grudzicka 48, 45-432 Opole"
14550,1346,"Publiczna Szko³a Podstawowa Nr 20, ul. Grudzicka 48, 45-432 Opole"
14551,1346,"M³odzie¿owy Dom Kultury Filia Nr 3, Al. PrzyjaŸni 12, 45-573 Opole"
14552,1346,"Zespó³ Szkolno-Przedszkolny Nr 2 - Publiczna Szko³a Podstawowa Nr 16, ul. Zofii Na³kowskiej 16, 45-558 Opole"
14553,1346,"Zespó³ Szkolno-Przedszkolny Nr 2 - Publiczna Szko³a Podstawowa Nr 16, ul. Zofii Na³kowskiej 16, 45-558 Opole"
14554,1346,"Publiczna Szko³a Podstawowa Nr 26, ul. Groszowicka 12, 45-517 Opole"
14555,1346,"Szko³a Podstawowa Stowarzyszenia Pro Liberis Silesiae w Opolu, ul. Olimpijska 4a, 45-681 Opole"
14556,1346,"Publiczna Szko³a Podstawowa Nr 24, ul. Wiktora Gorzo³ki 4, 45-627 Opole"
14557,1346,"Publiczna Szko³a Podstawowa Nr 24, ul. Wiktora Gorzo³ki 4, 45-627 Opole"
14558,1346,"Przedszkole Publiczne Nr 44, ul. Oœwiêcimska 94, 45-641 Opole"
14559,1346,"Narodowe Centrum Polskiej Piosenki-Klub osiedlowy „Metalchem”, ul. Oœwiêcimska 90, 45-643 Opole"
14560,1346,"Zespó³ Szkó³ Specjalnych, ul. Ksi¹¿¹t Opolskich 21, 45-005 Opole"
14561,1346,"Zespó³ Szkó³ Ogólnokszta³c¹cych Nr II, ul. gen. Kazimierza Pu³askiego 3, 45-048 Opole"
14562,1346,"Zespó³ Szkó³ Mechanicznych, ul. Edmunda Osmañczyka 22, 45-027 Opole"
14563,1346,"Urz¹d Miasta Opola-Wydzia³ Oœwiaty, ul. Henryka Sienkiewicza 6, 45-037 Opole"
14564,1346,"Zespó³ Szkó³ Elektrycznych, ul. Tadeusza Koœciuszki 39 - 41, 45-062 Opole"
14565,1346,"Publiczne Liceum Ogólnokszta³c¹ce Nr VIII, ul. Ozimska 48a, 45-368 Opole"
14566,1346,"Miejski Oœrodek Doskonalenia Nauczycieli, ul. Powstañców Œl¹skich 19, 45-086 Opole"
14567,1346,"Publiczna Szko³a Podstawowa Nr 1, ul. W³adys³awa Reymonta 43, 45-072 Opole"
14568,1346,"Zespó³ Szkó³ Elektrycznych, ul. Tadeusza Koœciuszki 39 - 41, 45-062 Opole"
14569,1346,"Publiczne Liceum Ogólnokszta³c¹ce Nr VIII, ul. Ozimska 48a, 45-368 Opole"
14570,1346,"Przedszkole Publiczne Nr 21, ul. Wojciecha Drzyma³y 28, 45-342 Opole"
14571,1346,"Publiczna Szko³a Podstawowa Nr 2 Budynek B, ul. 1 Maja 151, 45-356 Opole"
14572,1346,"Publiczna Szko³a Podstawowa Nr 2 Budynek A, ul. Katowicka 35, 45-061 Opole"
14573,1346,"Miejski Oœrodek Pomocy Rodzinie w Opolu, ul. Armii Krajowej 36, 45-071 Opole"
14574,1346,"Publiczna Szko³a Podstawowa Nr 2 Budynek B, ul. 1 Maja 151, 45-356 Opole"
14575,1346,"Kliniczne Centrum Ginekologii, Po³o¿nictwa i Neonatologii w Opolu, ul. W³adys³awa Reymonta 8, 45-066 Opole"
14576,1346,"Uniwersytecki Szpital Kliniczny w Opolu, Al. Wincentego Witosa 26, 45-401 Opole"
14577,1346,"Szpital Wojewódzki w Opolu sp. z o. o., ul. A. Koœnego 53, 45-372 Opole"
14578,1346,"Wojewódzki Szpital Specjalistyczny im. œw. Jadwigi, ul. Wodoci¹gowa 4, 45-221 Opole"
14579,1346,"Samodzielny Publiczny Zak³ad Opieki Zdrowotnej Ministerstwa Spraw Wewnêtrznych i Administracji w Opolu, ul. Krakowska 44, 45-075 Opole"
14580,1346,"Dom Pomocy Spo³ecznej dla Kombatantów w Opolu, ul. Chmielowicka 6, 45-738 Opole"
14581,1346,"Oddzia³ Zewnêtrzny w Opolu Aresztu Œledczego w Opolu, ul. Partyzancka 72, 45-853 Opole"
14582,1346,"Areszt Œledczy w Opolu, ul. S¹dowa 4, 45-033 Opole"
14583,1346,"Samodzielny Publiczny Zak³ad Opieki Zdrowotnej Opolskie Centrum Onkologii im. prof. Tadeusza Koszarowskiego w Opolu, ul. Katowicka 66a, 45-060 Opole"
14584,1346,"116 Szpital Wojskowy z Przychodni¹ SP ZOZ, ul. Walerego Wróblewskiego 46, 45-759 Opole"
14585,1347,"Klub Samorz¹dowy, ul. Dworcowa 1, 46-053 Chrz¹stowice"
14586,1347,"Publiczna Szko³a Podstawowa, Dêbska KuŸnia ul. Wiejska 53, 46-053 Chrz¹stowice"
14587,1347,"Publiczna Szko³a Podstawowa, Dêbie ul. Wiejska 18, 46-053 Chrz¹stowice"
14588,1347,"Klub Wiejski, Daniec ul. D¹browicka 4, 46-053 Chrz¹stowice"
14589,1347,"Œwietlica Wiejska, Suchy Bór ul. Szkolna 2, 46-053 Chrz¹stowice"
14590,1348,"Œwietlica wiejska, ul. Ks. prof. J. Sztonyka 19a, 49-120 D¹browa"
14591,1348,"Publiczna Szko³a Podstawowa w Chróœcinie, ul. Niemodliñska 8d, 46-073 Chróœcina"
14592,1348,"Publiczna Szko³a Podstawowa w Naroku, ul. Szkolna 19, 49-120 Narok"
14593,1348,"Œwietlica wiejska, ul. D³uga 18a, 49-120 Ciepielowice"
14594,1348,"Œwietlica wiejska, ul. Kwiatowa 25a, 49-120 Nowa Jamka"
14595,1348,"Budynek socjalno-administracyjny, ul. Sportowa 18, 49-120 Pr¹dy"
14596,1348,"Pawilon sportowy, ul. Stra¿acka 6a, 46-073 Mechnice"
14597,1348,"Œwietlica wiejska, ul. Szkolna 2, 49-120 Karczów"
14598,1348,"Œwietlica wiejska, Opolska 52, 49-120 Skarbiszów"
14599,1348,"Œwietlica wiejska, Opolska 58, 49-120 ¯elazna"
14600,1349,"Publiczna Szko³a Podstawowa, ul. Powstañców Œl¹skich 1, 46-080 Chróœcice"
14601,1349,"Zespó³ Szkó³, Dobrzeñ Ma³y ul. Opolska 87, 46-081 Dobrzeñ Wielki"
14602,1349,"Zespó³ Szkó³, ul. Namys³owska 94, 46-081 Dobrzeñ Wielki"
14603,1349,"Publiczna Szko³a Podstawowa z Oddzia³ami Sportowymi, ul. Koœcielna 3, 46-081 Dobrzeñ Wielki"
14604,1349,"Zespó³ Szkolno-Przedszkolny, ul. 1 Maja 6a, 46-082 Kup"
14605,1349,"Stobrawskie Centrum Medyczne Sp. z o. o. Szpital w Kup, ul. Miarki 14, 46-082 Kup"
14606,1350,"Urz¹d Gminy w Komprachcicach, ul. Kolejowa 3, 46-070 Komprachcice"
14607,1350,"Œwietlica w Osinach, Osiny ul. Opolska 20, 46-070 Komprachcice"
14608,1350,"Publiczna Stowarzyszeniowa Szko³a Podstawowa w Ochodzach, Ochodze ul. Opolska 34, 46-070 Komprachcice"
14609,1350,"Publiczna Szko³a Podstawowa w Domecku, Domecko ul. Opolska 52, 46-070 Komprachcice"
14610,1350,"Publiczna Szko³a Podstawowa w Polskiej Nowej Wsi, Polska Nowa Wieœ ul. Lipowa 56, 46-070 Komprachcice"
14611,1350,"Publiczna Szko³a Podstawowa w Wawelnie, Wawelno ul. Nowowiejska 14, 46-070 Komprachcice"
14612,1351,"Publiczna Szko³a Podstawowa w Brynicy, Brynica ul. Powstañców Œl¹skich 47, 46-024 £ubniany"
14613,1351,"Publiczna Szko³a Podstawowa w Je³owej, Je³owa ul. Wolnoœci 15, 46-024 £ubniany"
14614,1351,"Publiczna Szko³a Podstawowa im. Ks. Jana Bosko w Luboszycach, Biadacz ul. Szeroka 12, 46-022 Luboszyce"
14615,1351,"Publiczna Szko³a Podstawowa im. Ks. Jana Bosko w Luboszycach, ul. Szkolna 4, 46-022 Luboszyce"
14616,1351,"Œwietlica Wiejska, Kolanowice ul. Sportowa 1, 46-024 £ubniany"
14617,1351,"Publiczna Szko³a Podstawowa im. Powstañców Œl¹skich w £ubnianach, ul. Opolska 51, 46-024 £ubniany"
14618,1352,"Œwietlica Wiejska, Dêbiniec ul. Wiejska 36, 46-030 Murów"
14619,1352,"Publiczna Szko³a Podstawowa, ul. Wolnoœci 22, 46-030 Murów"
14620,1352,"Publiczna Szko³a Podstawowa, ul. Wolnoœci 22, 46-030 Murów"
14621,1352,"Œwietlica Wiejska, ZagwiŸdzie ul. Lipowa 1, 46-030 Murów"
14622,1352,"Œwietlica Wiejska, Radomierowice ul. Wolnoœci 24, 46-030 Murów"
14623,1352,"Publiczna Szko³a Podstawowa, Stare Budkowice ul. Wo³czyñska 14, 46-030 Murów"
14624,1352,"Publiczna Szko³a Podstawowa, Stare Budkowice ul. Wo³czyñska 14, 46-030 Murów"
14625,1353,"Szko³a Podstawowa Nr 2 (sala gimnastyczna), ul. Rynek 55a, 49-100 Niemodlin"
14626,1353,"Szko³a Podstawowa Nr 2, ul. Szkolna 5, 49-100 Niemodlin"
14627,1353,"Publiczne Przedszkole Nr 1 ""Bajka"", ul. Kiliñskiego 31, 49-100 Niemodlin"
14628,1353,"Szko³a Podstawowa Nr 1 (œwietlica szkolna), ul. Reymonta 9, 49-100 Niemodlin"
14629,1353,"Szko³a Podstawowa Nr 1 (sala gimnastyczna), ul. Reymonta 9, 49-100 Niemodlin"
14630,1353,"Oœrodek Sportu i Rekreacji (hala sportowa), ul. Reymonta 11, 49-100 Niemodlin"
14631,1353,"Oœrodek Sportu i Rekreacji (rotunda na stadionie), ul. Sportowa 1, 49-100 Niemodlin"
14632,1353,"Oœrodek Kultury, ul. Miko³aja Reja 1, 49-100 Niemodlin"
14633,1353,"Œwietlica wiejska przy Remizie OSP, ul. Nyska 80, 49-100 Grabin"
14634,1353,"Szko³a Podstawowa (sala gimnastyczna), Rogi 10a, 49-156 Rogi"
14635,1353,"Szko³a Podstawowa (sala nr 1), ul. Niemodliñska 21, 49-156 Gracze"
14636,1353,"Szko³a Podstawowa (sala nr 6), ul. Niemodliñska 21, 49-156 Gracze"
14637,1353,"Œwietlica wiejska, Goœciejowice 4, 49-100 Goœciejowice"
14638,1353,"Œwietlica wiejska, Grodziec 13a, 49-100 Grodziec"
14639,1353,"Remiza OSP, ul. Niemodliñska 50, 49-156 Gracze"
14640,1354,"Dom Kultury, ul. ksiêdza Ka³u¿y 4, 46-040 Ozimek"
14641,1354,"Przedszkole Publiczne nr 4, ul. Romana Dmowskiego 1, 46-040 Ozimek"
14642,1354,"Zespó³ Szkó³, ul. Czêstochowska 24, 46-040 Ozimek"
14643,1354,"Szko³a Podstawowa Nr 3, ul. Janusza Korczaka 12, 46-040 Ozimek"
14644,1354,"Szko³a Podstawowa Nr 2, ul. Daniecka 12A, 46-040 Ozimek"
14645,1354,"Szko³a Podstawowa, Antoniów ul. Powstañców Œl¹skich 17, 46-040 Ozimek"
14646,1354,"Œwietlica wiejska, Biestrzynnik ul. Ozimska 18, 46-043 Ozimek"
14647,1354,"Szko³a Podstawowa, Dylaki ul. Szkolna 5, 46-043 Ozimek"
14648,1354,"Œwietlica wiejska, Grodziec ul. Czêstochowska 115 A, 46-040 Ozimek"
14649,1354,"Szko³a Podstawowa, Krasiejów ul. Szkolna 5, 46-040 Ozimek"
14650,1354,"Budynek Ochotniczej Stra¿y Po¿arnej, Schodnia ul. Ks. Piotra Go³¹ba 19, 46-040 Ozimek"
14651,1354,"Œwietlica wiejska, Szczedrzyk Plac 1 Maja 9, 46-042 Ozimek"
14652,1354,"Budynek by³ej Szko³y Podstawowej, Pustków ul. Ozimska 11a, 46-040 Ozimek"
