id,id_gminy,siedziba 
5065,474,"Remiza OSP w Paszkach Du¿ych, Paszki Du¿e 64, 21-300 Radzyñ Podlaski"
5066,475,"Szko³a Podstawowa w Domaszewnicy, Kolonia Domaszewska 8, 21-307 Ulan-Majorat"
5067,475,"Szko³a Podstawowa w Sobolach, Sobole 69c, 21-307 Ulan-Majorat"
5068,475,"Zespó³ Szkó³ im. Jana Paw³a II w Ulanie-Majoracie, Ulan-Majorat 53, 21-307 Ulan-Majorat"
5069,475,"Dom Ludowy w G¹siorach, G¹siory 25a, 21-307 Ulan-Majorat"
5070,475,"Szko³a Podstawowa im. B³ogos³awionego Ksiêdza Jerzego Popie³uszki w Kêpkach, Kêpki 26a, 21-307 Ulan-Majorat"
5071,475,"Remiza OSP w Ulanie Du¿ym, Ulan Du¿y 43a, 21-307 Ulan-Majorat"
5072,476,"Gminne Centrum Kultury w Wohyniu, ul. Plac 9 wrzeœnia 1939r. nr 4, 21-310 Wohyñ"
5073,476,"M³odzie¿owe Centrum Kultury w Suchowoli, Suchowola 133A, 21-310 Wohyñ"
5074,476,"Szko³a Podstawowa w Bezwoli, Bezwola ul. Grabówka 1, 21-310 Wohyñ"
5075,476,"Szko³a Podstawowa w Ostrówkach, Ostrówki 66b, 21-310 Wohyñ"
5076,476,"Szko³a Podstawowa w Ossowie, Ossowa 91a, 21-310 Wohyñ"
5077,476,"Dom Ludowy w Branicy Suchowolskiej, Branica Suchowolska 60, 21-310 Wohyñ"
5078,476,"Budynek Szpitala w Suchowoli, Kuraszew 48, 21-310 Wohyñ"
5079,477,"Przedszkole Miejskie Nr 2 Radzyñ Podlaski, ul. Brata Alberta Chmielowskiego 8, 21-300 Radzyñ Podlaski"
5080,477,"Szko³a Podstawowa Nr 2 Radzyñ Podlaski, ul. Sitkowskiego 3, 21-300 Radzyñ Podlaski"
5081,477,"Dawna siedziba Gimnazjum Nr 2 w Radzyniu Podlaskim, ul. Sitkowskiego 3, 21-300 Radzyñ Podlaski"
5082,477,"Szko³a Podstawowa Nr 2 Radzyñ Podlaski (sala gimnastyczna), ul. Chmielowskiego 5, 21-300 Radzyñ Podlaski"
5083,477,"Szko³a Podstawowa Nr 2 Radzyñ Podlaski, ul. Chmielowskiego 5, 21-300 Radzyñ Podlaski"
5084,477,"Urz¹d Miasta Radzyñ Podlaski, ul. Warszawska 32, 21-300 Radzyñ Podlaski"
5085,477,"Dzienny Œrodowiskowy Dom Samopomocy Radzyñ Podlaski, ul. Bulwary 12, 21-300 Radzyñ Podlaski"
5086,477,"Klub Seniora w Radzyniu Podlaskim, ul. Armii Krajowej 2, 21-300 Radzyñ Podlaski"
5087,477,"Szko³a Podstawowa Nr 1 Radzyñ Podlaski, ul. Jana Paw³a II 25, 21-300 Radzyñ Podlaski"
5088,477,"Samodzielny Publiczny Zak³ad Opieki Zdrowotnej Radzyñ Podlaski, ul. Wisznicka 111, 21-300 Radzyñ Podlaski"
5089,478,"Gminny Oœrodek Kultury, ul. Klonowa 2, 08-550 K³oczew"
5090,478,"Szko³a Podstawowa, Stare Zadybie 118, 08-550 K³oczew"
5091,478,"Œwietlica OSP, Stryj 33a, 08-550 K³oczew"
5092,478,"Szko³a Podstawowa, Gózd 109A, 08-550 K³oczew"
5093,478,"Œwietlica Wiejska, Bramka 40, 08-550 K³oczew"
5094,478,"Szko³a Podstawowa, Czernic 95, 08-550 K³oczew"
5095,478,"Œwietlica OSP, Wylezin 41A, 08-550 K³oczew"
5096,478,"Szko³a Podstawowa, Wola Zadybska 82, 08-550 K³oczew"
5097,479,"Szko³a Podstawowa im. Wac³awa Na³kowskiego w Nowodworze, Nowodwór 73, 08-503 Nowodwór"
5098,479,"Szko³a Podstawowa im. Wac³awa Na³kowskiego Nowodwór nr 73 Filia, Trzcianki 64, 08-503 Nowodwór"
5099,479,"Szko³a Podstawowa w NiedŸwiedziu, NiedŸwiedŸ 62, 08-503 Nowodwór"
5100,479,"Szko³a Podstawowa im. Henryka Sienkiewicza, Grabów Szlachecki 61, 08-503 Nowodwór"
5101,479,"Szko³a Podstawowa, Jakubówka 65, 08-503 Nowodwór"
5102,479,"Œwietlica, Grabów Rycki 20a, 08-503 Nowodwór"
5103,479,"Remiza OSP, Zawita³a 23d, 08-503 Nowodwór"
5104,480,"Samorz¹dowe Przedszkole Nr 1, ul. Szkolna 18, 08-500 Ryki"
5105,480,"Publiczna Szko³a Podstawowa Nr 1 im. Mariana Osiñskiego, ul. Juliusza S³owackiego 2, 08-500 Ryki"
5106,480,"Samorz¹dowe Przedszkole Nr 5, ul. Jana Kochanowskiego 21, 08-500 Ryki"
5107,480,"Samorz¹dowe Przedszkole Nr 5, ul. Jana Kochanowskiego 21, 08-500 Ryki"
5108,480,"ZSZ Nr 2 im. Leona Wyczó³kowskiego, ul. Leona Wyczó³kowskiego 10, 08-500 Ryki"
5109,480,"ZSZ Nr 1 im. W³adys³awa Kor¿yka, ul. ¯ytnia 5, 08-500 Ryki"
5110,480,"Zespó³ Placówek Oœwiatowych w Bobrownikach, Bobrowniki ul. Rynek 1, 08-500 Ryki"
5111,480,"Œwietlica wiejska w Podwierzbiu, Podwierzbie 20a, 08-500 Ryki"
5112,480,"Zespó³ Placówek Oœwiatowych w Moszczance, Moszczanka 14, 08-500 Ryki"
5113,480,"Stra¿nica OSP w Sierskowoli, Sierskowola 66c, 08-500 Ryki"
5114,480,"Publiczna Szko³a Podstawowa w Oszczywilku, Oszczywilk 11a, 08-500 Ryki"
5115,480,"Zespó³ Placówek Oœwiatowych w Starym Bazanowie, Stary Bazanów 136, 08-500 Ryki"
5116,480,"Zespó³ Placówek Oœwiatowych w Swatach, Swaty 193A, 08-500 Ryki"
5117,480,"Stra¿nica OSP w Niwie Babickiej, Niwa Babicka 23b, 08-500 Ryki"
5118,480,"Publiczna Szko³a Podstawowa w Starej D¹bi, Stara D¹bia 4, 08-500 Ryki"
5119,480,"Zespó³ Placówek Oœwiatowych w Owni, Ownia 101, 08-500 Ryki"
5120,480,"Stra¿nica OSP w Zalesiu, Zalesie-Kolonia 12a, 08-500 Ryki"
5121,480,"Zespó³ Placówek Oœwiatowych w Rososzy, Rososz 144, 08-500 Ryki"
5122,480,"Zespó³ Placówek Oœwiatowych w Leopoldowie, Leopoldów ul. Zielona 1, 08-500 Ryki"
5123,480,"Stra¿nica OSP w Leopoldowie, Leopoldów ul. Ksiêdza Drozdowskiego 8, 08-500 Ryki"
5124,480,"Dom Pomocy Spo³ecznej w Leopoldowie, Leopoldów Ksiêdza Drozdowskiego 37, 08-500 Ryki"
5125,481,"Gminny Oœrodek Kultury w Stê¿ycy, ul. Królewska 4, 08-540 Stê¿yca"
5126,481,"Œwietlica wiejska w Pra¿mowie, Pra¿mów 3, 08-540 Stê¿yca"
5127,481,"Zespó³ Placówek Oœwiatowych, Paw³owice 90, 08-540 Stê¿yca"
5128,481,"œwietlica wiejska w Paprotni, Paprotnia 95, 08-540 Stê¿yca"
5129,481,"Szko³a Podstawowa w Nowej Rokitni, Nowa Rokitnia 81, 08-540 Stê¿yca"
5130,481,"Dom Stra¿aka w Brzezinach, Brzeziny 34, 08-540 Stê¿yca"
5131,481,"Szko³a Podstawowa w Nowej Rokitni, Nowa Rokitnia 81, 08-540 Stê¿yca"
5132,482,"Lokal Gminnej Biblioteki Publicznej, U³ê¿ 173, 08-504 U³ê¿"
5133,482,"Szko³a Podstawowa, Bia³ki Dolne 24, 08-504 U³ê¿"
5134,482,"Œwietlica wiejska, Sobieszyn 95B, 08-504 U³ê¿"
5135,482,"OSP Lendo Ruskie, Lendo Ruskie 44, 08-504 U³ê¿"
5136,482,"Œwietlica wiejska, Sarny 20, 08-504 U³ê¿"
5137,482,"Internat LO, Sobieszyn 3B, 08-504 U³ê¿"
5138,482,"OSP Korzeniów, Korzeniów 71, 08-504 U³ê¿"
5139,483,"Specjalny Oœrodek Szkolno-Wychowawczy, ul. Niepodleg³oœci 8, 08-530 Dêblin"
5140,483,"Szko³a Podstawowa Nr 2, ul. 1 Maja 3, 08-530 Dêblin"
5141,483,"Œwietlica Osiedlowa, ul. 1 Maja 160, 08-530 Dêblin"
5142,483,"Budynek po by³ym Klubie Garnizonowym, os. Stawy 1, 08-530 Dêblin"
5143,483,"Œwietlica Osiedlowa, ul. 1 Maja 160, 08-530 Dêblin"
5144,483,"Szko³a Podstawowa Nr 2, ul. 1 Maja 3, 08-530 Dêblin"
5145,483,"Przedszkole Miejskie Nr 3, ul. Michalinowska 1a, 08-530 Dêblin"
5146,483,"Zespó³ Szkó³ Zawodowych Nr 2, ul. Wiœlana 3b, 08-530 Dêblin"
5147,483,"Zespó³ Szkó³ Zawodowych Nr 2, ul. Wiœlana 3b, 08-530 Dêblin"
5148,483,"Zespó³ Szkó³ Zawodowych Nr 2, ul. Wiœlana 3b, 08-530 Dêblin"
5149,483,"Miejskie Przedszkole Nr 3, ul. 15 Pu³ku Piechoty Wilków 24, 08-530 Dêblin"
5150,483,"Liceum Ogólnokszta³c¹ce, ul. 15 Pu³ku Piechoty Wilków 6, 08-530 Dêblin"
5151,483,"Remiza OSP, ul. Krasickiego 146, 08-530 Dêblin"
5152,483,"Szko³a Podstawowa Nr 2, ul. 1 Maja 3, 08-530 Dêblin"
5153,483,"Szko³a Podstawowa Nr 4, ul. Genera³a Kowalskiego 20, 08-530 Dêblin"
5154,483,"Szko³a Podstawowa nr 4, ul. Genera³a Kowalskiego 20, 08-530 Dêblin"
5155,483,"Szko³a Podstawowa nr 4, ul. Genera³a Kowalskiego 20, 08-530 Dêblin"
5156,483,"budynek 6 Szpitala Wojskowego z Przychodni¹ SPZOZ, Szpitalna 2, 08-530 Dêblin"
5157,484,"Szko³a Podstawowa w Dominowie, Dominów 78, 21-007 Me³giew"
5158,484,"Remiza OSP w Janowicach, Janowice 137, 21-007 Me³giew"
5159,484,"Szko³a Podstawowa w Krêpcu, Krêpiec ul. Szkolna 3, 21-007 Me³giew"
5160,484,"Szko³a Podstawowa w Krzesimowie, Krzesimów 116, 21-007 Me³giew"
5161,484,"Budynek Urzêdu Gminy w Me³gwi, ul. Partyzancka 2, 21-007 Me³giew"
5162,484,"Szko³a Podstawowa w Podzamczu, Podzamcze 22, 21-007 Me³giew"
5163,484,"Budynek by³ej Szko³y Podstawowej we Franciszkowie, Franciszków ul. Szkolna 47, 21-007 Me³giew"
5164,485,"Œwietlica wiejska kulturalno-oœwiatowa w Siedliszczkach, Siedliszczki 63, 21-050 Piaski"
5165,485,"Zespó³ Szkó³ im. H. Babisz, Bystrzejowice Pierwsze 90, 21-050 Piaski"
5166,485,"Remiza Ochotniczej Stra¿y Po¿arnej w Wierzchowiskach, Wierzchowiska Pierwsze 79, 21-050 Piaski"
5167,485,"Œwietlica w Kawêczynie, Kawêczyn 59, 21-050 Piaski"
5168,485,"Specjalny Oœrodek Szkolno-Wychowawczy, Kozice Dolne-Kolonia 33, 21-050 Piaski"
5169,485,"Remiza Ochotniczej Stra¿y Po¿arnej w Kêb³owie, Kêb³ów 23, 21-050 Piaski"
5170,485,"Budynek by³ej Szko³y Podstawowej, Józefów 23, 21-050 Piaski"
5171,485,"Œwietlica kulturalno-oœwiatowa, Gardzienice Pierwsze 102 A, 21-050 Piaski"
5172,485,"Zak³ad Pielêgnacyjno-Opiekuñczy ""Pod Z³otym Liœciem"", Klimusin 24, 21-050 Piaski"
5173,485,"Miejskie Centrum Kultury w Piaskach, ul. Lubelska 22, 21-050 Piaski"
5174,485,"Szko³a Podstawowa w Piaskach, ul. A. Mickiewicza 2, 21-050 Piaski"
5175,485,"Szko³a Podstawowa, Majdan Kozic Górnych 43, 21-050 Piaski"
5176,486,"Urz¹d Gminy, Rybczewice Drugie 119, 21-065 Rybczewice"
5177,486,"Remiza OSP, Czêstoborowice 149 A, 21-065 Rybczewice"
5178,486,"Remiza OSP, Bazar 32, 21-065 Rybczewice"
5179,486,"Remiza OSP, Izdebno 119, 21-065 Rybczewice"
5180,486,"Remiza OSP, Stryjno-Kolonia 1, 21-065 Rybczewice"
5181,487,"Zespó³ Placówek Oœwiatowych w Biskupicach, Biskupice ul. Pi³sudskiego 15, 21-044 Trawniki"
5182,487,"Szko³a Podstawowa w Dorohuczy, Dorohucza 119, 21-044 Trawniki"
5183,487,"Szko³a Podstawowa w Oleœnikach, Oleœniki 185, 21-044 Trawniki"
5184,487,"Szko³a Podstawowa w Siostrzytowie, Siostrzytów 97a, 21-044 Trawniki"
5185,487,"Zespó³ Placówek Oœwiatowych w Trawnikach, Trawniki 606, 21-044 Trawniki"
5186,487,"Zespó³ Placówek Oœwiatowych w Trawnikach, Trawniki 606, 21-044 Trawniki"
5187,488,"Zespó³ Szkó³ Ogólnokszta³c¹cych Nr 1, Al. Wojska Polskiego 27, 21-040 Œwidnik"
5188,488,"Zespó³ Szkó³ Ogólnokszta³c¹cych nr 1, Al. Wojska Polskiego 27, 21-040 Œwidnik"
5189,488,"Miejski Oœrodek Kultury, ul. Aleja Lotników Polskich 24, 21-040 Œwidnik"
5190,488,"Miejskie Centrum Profilaktyki, ul. Cypriana Kamila Norwida 2, 21-040 Œwidnik"
5191,488,"Przedszkole Nr 4, ul. Marsza³ka Józefa Pi³sudskiego 1, 21-040 Œwidnik"
5192,488,"Miejskie Centrum Us³ug Socjalnych, ul. Kardyna³a Stefana Wyszyñskiego 5, 21-040 Œwidnik"
5193,488,"Miejsko – Powiatowa Biblioteka Publiczna, ul. Niepodleg³oœci 13, 21-040 Œwidnik"
5194,488,"Przedsiêbiorstwo Komunalne PEGIMEK, ul. Marii Konopnickiej 3, 21-040 Œwidnik"
5195,488,"Przedszkole nr 3, ul. Hotelowa 7, 21-040 Œwidnik"
5196,488,"Szko³a Podstawowa nr 3, ul. Miko³aja Kopernika 9, 21-040 Œwidnik"
5197,488,"Szko³a Podstawowa nr 3, ul. Miko³aja Kopernika 9A, 21-040 Œwidnik"
5198,488,"Przedszkole nr 5, ul. Gen. J. Hallera 11, 21-040 Œwidnik"
5199,488,"Szko³a Podstawowa nr 7, ul. Aleja Armii Krajowej 3, 21-040 Œwidnik"
5200,488,"Szko³a Podstawowa nr 7, ul. Aleja Armii Krajowej 3, 21-040 Œwidnik"
5201,488,"Szko³a Podstawowa Nr 7, ul. Aleja Armii Krajowej 3, 21-040 Œwidnik"
5202,488,"Przedszkole nr 7, ul. Ks. Kanonika Jana Hryniewicza 7, 21-040 Œwidnik"
5203,488,"Szko³a Podstawowa nr 5, ul. Jarzêbinowa 6, 21-040 Œwidnik"
5204,488,"Szko³a Podstawowa nr 5, ul. Jarzêbinowa 6, 21-040 Œwidnik"
5205,488,"Szko³a Podstawowa nr 5, ul. Jarzêbinowa 6, 21-040 Œwidnik"
5206,488,"Szko³a Podstawowa nr 5, ul. Jarzêbinowa 6, 21-040 Œwidnik"
5207,488,"Szko³a Podstawowa nr 5, ul. Jarzêbinowa 6, 21-040 Œwidnik"
5208,488,"Szpital w Œwidniku, Aleja Lotników Polskich 18, 21-040 Œwidnik"
5209,488,"Dom Pomocy Spo³ecznej, Piasecka 240, 21-040 Œwidnik"
5210,489,"Urz¹d Gminy, ul. Lwowska 5, 22-670 Be³¿ec"
5211,489,"Zespó³ Szkolno Przedszkolny, ul. Rzeszowska 75, 22-670 Be³¿ec"
5212,489,"Remizo-œwietlica, Chy¿e 46, 22-670 Be³¿ec"
5213,489,"Remizo-œwietlica, Brzeziny 32, 22-670 Be³¿ec"
5214,490,"Samorz¹dowy Oœrodek Kultury, ul. Pi³sudskiego 2A, 22-664 Jarczów"
5215,490,"Szko³a Podstawowa, Wierszczyca 54, 22-664 Jarczów"
5216,490,"Szko³a Podstawowa, Gródek 35, 22-664 Jarczów"
5217,490,"Szko³a Podstawowa, Chodywañce 15, 22-664 Jarczów"
5218,491,"Urz¹d Gminy, Krynice 1, 22-610 Krynice"
5219,491,"Œwietlica wiejska, Budy 48A, 22-610 Krynice"
5220,491,"Niepubliczna Szko³a Podstawowa, Huta Dzier¹¿yñska 17, 22-610 Krynice"
5221,491,"Niepubliczna Szko³a Podstawowa, Zwiartów 40, 22-610 Krynice"
5222,491,"Œwietlica wiejska, D¹browa 34A, 22-610 Krynice"
5223,492,"Œwietlica wiejska, Hrebenne 86B, 22-680 Lubycza Królewska"
5224,492,"Szko³a Podstawowa im. gen. Nikodema Sulika, ul. J. III Sobieskiego 5, 22-680 Lubycza Królewska"
5225,492,"Urz¹d Miejski Sala Konferencyjna, ul. Jana III Sobieskiego 16, 22-680 Lubycza Królewska"
5226,492,"Œwietlica RSP, £azowa 17A, 22-680 Lubycza Królewska"
5227,492,"Wiejski Dom Kultury, ¯urawce ul. Szkolna 7, 22-680 Lubycza Królewska"
5228,492,"Szko³a Podstawowa im. Dzieci Zamojszczyzny, Machnów Nowy ul. Œw. Jana Paw³a II 16, 22-680 Lubycza Królewska"
5229,492,"Zak³ad Opieki Zdrowotnej ""Droga ¯ycia""-Oddzia³ Rehabilitacji w Lubyczy Królewskiej, ul. Szkolna 2, 22-680 Lubycza Królewska"
5230,493,"Gminny Oœrodek Kultury, ul. Partyzantów 12, 22-650 £aszczów"
5231,493,"Szko³a Podstawowa, ul. Chopina 11, 22-650 £aszczów"
5232,493,"Warsztat Terapii Zajêciowej, Muratyn 49, 22-650 £aszczów"
5233,493,"Œwietlica Wiejska, Dobu¿ek-Kolonia 4, 22-650 £aszczów"
5234,493,"Szko³a Podstawowa, Nabró¿-Kolonia 19, 22-650 £aszczów"
5235,493,"Szko³a Podstawowa, Zimno 1, 22-650 £aszczów"
5236,493,"Œwietlica Wiejska, Podlodów 80, 22-650 £aszczów"
5237,493,"Œwietlica Wiejska, Pukarzów 96, 22-650 £aszczów"
5238,493,"Œwietlica Wiejska, Wólka Pukarzowska 63, 22-650 £aszczów"
5239,493,"Szko³a Podstawowa, Steniatyn 71, 22-650 £aszczów"
5240,493,"Œwietlica Wiejska, Hopkie 59, 22-650 £aszczów"
5241,494,"Gminny Oœrodek Kultury, ul. Partyzantów 60, 22-640 Rachanie"
5242,494,"Remizo-Œwietlica, Paw³ówka, 22-640 Rachanie"
5243,494,"Remizo-Œwietlica, Grodys³awice 119, 22-640 Rachanie"
5244,494,"Szko³a Podstawowa, Michalów 117, 22-640 Rachanie"
5245,494,"Remizo-Œwietlica, Wo¿uczyn 78A, 22-640 Rachanie"
5246,494,"Remizo-Œwietlica, Siemierz 65A, 22-640 Rachanie"
5247,494,"Dom Kultury, Wo¿uczyn-Cukrownia, 22-640 Rachanie"
5248,494,"Remizo-Œwietlica, Werechanie 43, 22-640 Rachanie"
5249,494,"Szko³a Podstawowa, Siemnice 1, 22-640 Rachanie"
5250,495,"Remizo-œwietlica, Ciotusza Nowa 44B, 22-672 Susiec"
5251,495,"Szko³a Podstawowa, Grabowica 72B, 22-672 Susiec"
5252,495,"Szko³a Podstawowa im. ¯o³nierzy Armii Kraków, £osiniec 23A, 22-672 Susiec"
5253,495,"Szko³a Podstawowa im. Marii Konopnickiej, Majdan Sopocki Pierwszy 113, 22-672 Susiec"
5254,495,"Remizo-œwietlica, Paary 130B, 22-672 Susiec"
5255,495,"Gminny Oœrodek Kultury, ul. Tomaszowska 100, 22-672 Susiec"
5256,495,"Szko³a Podstawowa, £uszczacz 1, 22-672 Susiec"
5257,496,"Zespó³ Szkó³ i Przedszkola, ul. Lubelska 62, 22-604 Tarnawatka"
5258,496,"Lokal przedszkola, Tarnawatka-Tartak ul. Tomaszowska 13/1, 22-604 Tarnawatka"
5259,496,"Œwietlica wiejska, Wieprzów Tarnawacki 24a, 22-600 Tomaszów Lubelski"
5260,496,"Szko³a Podstawowa, Huta Tarnawacka 30A, 22-604 Tarnawatka"
5261,496,"Œwietlica wiejska, Niemirówek-Kolonia 41a, 22-604 Tarnawatka"
5262,497,"Szko³a Podstawowa im. Kardyna³a Stefana Wyszyñskiego, Kardyna³a Stefana Wyszyñskiego 22, 22-652 Telatyn"
5263,497,"Szko³a Podstawowa im. Fryderyka Chopina, Poturzyn 105/1, 22-652 Telatyn"
5264,497,"Centrum Kultury i Promocji Wsi £ykoszyn, £ykoszyn 85, 22-652 Telatyn"
5265,497,"Œwietlica Wiejska, Nowosió³ki 16a, 22-652 Telatyn"
5266,497,"Œwietlica Wiejska, ¯ulice 55, 22-652 Telatyn"
5267,498,"Dom Stra¿aka, £aszczówka ul. Spó³dzielcza 2, 22-600 Tomaszów Lubelski"
5268,498,"Œwietlica wiejska, Ulów 131, 22-600 Tomaszów Lubelski"
5269,498,"Szko³a Podstawowa, Sabaudia 47, 22-600 Tomaszów Lubelski"
5270,498,"Szko³a Podstawowa, Pasieki 87, 22-600 Tomaszów Lubelski"
5271,498,"Budynek po by³ej Szkole Podstawowej, Ruda Wo³oska ul. Szkolna 11, 22-600 Tomaszów Lubelski"
5272,498,"Wiejski Dom Kultury, Majdan Górny ul. D³uga 136, 22-600 Tomaszów Lubelski"
5273,498,"Niepubliczna Szko³a Podstawowa, Jeziernia 110, 22-600 Tomaszów Lubelski"
5274,498,"Gminny Oœrodek Kultury, Podhorce 130, 22-600 Tomaszów Lubelski"
5275,498,"Szko³a Podstawowa, Typin 101, 22-600 Tomaszów Lubelski"
5276,498,"Szko³a Podstawowa, Szarowola 126, 22-600 Tomaszów Lubelski"
5277,498,"Niepubliczna Szko³a Podstawowa, Przeorsk 113, 22-600 Tomaszów Lubelski"
5278,498,"Œwietlica Wiejska, RogóŸno ul. Wyzwolenia 100, 22-600 Tomaszów Lubelski"
5279,498,"Œwietlica Wiejska, Rabinówka 112, 22-600 Tomaszów Lubelski"
5280,499,"Zespó³ Szkolno-Przedszkolny w Tyszowcach, ul. Koœcielna 25, 22-630 Tyszowce"
5281,499,"Zespó³ Szkolno-Przedszkolny w Tyszowcach, ul. Koœcielna 25, 22-630 Tyszowce"
5282,499,"Zespó³ Szkolno-Przedszkolny w Tyszowcach, ul. Koœcielna 25, 22-630 Tyszowce"
5283,499,"Szko³a Podstawowa, Przewale 41A, 22-630 Tyszowce"
5284,499,"Szko³a Podstawowa, Czartowczyk 43A, 22-630 Tyszowce"
5285,499,"Szko³a Podstawowa, Kazimierówka 36, 22-630 Tyszowce"
5286,499,"Szko³a Podstawowa, Perespa 5, 22-630 Tyszowce"
5287,499,"Budynek po by³ej Szkole Podstawowej, Czartowiec 6, 22-630 Tyszowce"
5288,499,"Dom Pomocy Spo³ecznej, ul. Wielka 101, 22-630 Tyszowce"
5289,500,"Gminne Przedszkole w Ulhówku, ul. Sadowa 3, 22-678 Ulhówek"
5290,500,"Szko³a Podstawowa im. Stanis³awa Staszica, ul. Tomaszowska 138, 22-678 Ulhówek"
5291,500,"Szko³a Podstawowa im. Or³a Bia³ego, Tarnoszyn 40, 22-678 Ulhówek"
5292,500,"Œwietlica Wiejska, Wasylów Wielki 15, 22-678 Ulhówek"
5293,500,"Œwietlica Wiejska, Budynin 50, 22-678 Ulhówek"
5294,500,"Szko³a Podstawowa im. Artura Grottgera, Hubinek 19, 22-678 Ulhówek"
5295,500,"Remizo-Œwietlica, ¯erniki 82, 22-678 Ulhówek"
5296,500,"Œwietlica Wiejska, Rzeplin 60, 22-678 Ulhówek"
5297,500,"Remizo-Œwietlica, Korczmin 39, 22-678 Ulhówek"
5298,501,"Szko³a Podstawowa Nr 2, ul. ¯o³nierzy Wrzeœnia 1, 22-600 Tomaszów Lubelski"
5299,501,"Przedszkole Nr 1, ul. Chocimska 17, 22-600 Tomaszów Lubelski"
5300,501,"Przedszkole Nr 1, ul. Chocimska 19, 22-600 Tomaszów Lubelski"
5301,501,"Miejska Biblioteka Publiczna, ul. Zamojska 2, 22-600 Tomaszów Lubelski"
5302,501,"Szko³a Podstawowa Nr 3, ul. Matejki 7, 22-600 Tomaszów Lubelski"
5303,501,"Przedszkole Nr 2, ul. Tomasza Zamojskiego 14, 22-600 Tomaszów Lubelski"
5304,501,"Szko³a Podstawowa Nr 1, ul. M. Kopernika 4, 22-600 Tomaszów Lubelski"
5305,501,"Przedsiêbiorstwo Gospodarki Komunalnej i Mieszkaniowej sp. z o. o., ul. Lwowska 37A, 22-600 Tomaszów Lubelski"
5306,501,"Komenda Powiatowa Pañstwowej Stra¿y Po¿arnej, ul. dr. Janusza Petera 7, 22-600 Tomaszów Lubelski"
5307,501,"Zespó³ Szkó³ Nr 3, ul. Genera³a Józefa Hallera 5, 22-600 Tomaszów Lubelski"
5308,501,"Przedszkole Nr 5, ul. St. Moniuszki 51, 22-600 Tomaszów Lubelski"
5309,501,"Samodzielny Publiczny Zespó³ Opieki Zdrowotnej, ul. Al. Grunwaldzkie 1, 22-600 Tomaszów Lubelski"
5310,502,"Gminny Oœrodek Kultury i Sportu, ul. Dworska 4, 22-220 Hanna"
5311,502,"Wiejski Dom Kultury, Do³hobrody 85B, 22-220 Hanna"
5312,502,"Szko³a Podstawowa, Dañce 100, 22-220 Hanna"
5313,502,"Szko³a Podstawowa, Zaœwiatycze 46, 22-220 Hanna"
5314,503,"Dom Kultury w Dubecznie, Dubeczno Szkolna 5, 22-235 Hañsk Pierwszy"
5315,503,"Œwietlica w Osowie, Osowa 55, 22-235 Hañsk Pierwszy"
5316,503,"Remiza OSP, ul. Koœcielna 3, 22-235 Hañsk Pierwszy"
5317,503,"Œwietlica w Kulczynie, Kulczyn 68, 22-235 Hañsk Pierwszy"
5318,504,"Centrum Kultury, Sportu i Rekreacji, Stary Brus 34, 22-244 Stary Brus"
5319,504,"Remiza OSP, Wo³oskowola 60, 22-244 Stary Brus"
5320,504,"Remiza OSP, Hola 24, 22-244 Stary Brus"
5321,504,"Œwietlica wiejska, Dominiczyn 40, 22-244 Stary Brus"
5322,505,"Budynek Szko³y Podstawowej, Wytyczno 143, 22-234 Urszulin"
5323,505,"Budynek Zespo³u Szkó³ w Urszulinie (Szko³a Podstawowa), ul. Szkolna 23, 22-234 Urszulin"
5324,505,"Budynek by³ej Szko³y Podstawowej w Wereszczynie, Wereszczyn 42, 22-234 Urszulin"
5325,505,"Budynek Szko³y Podstawowej, Wola Wereszczyñska 2, 22-234 Urszulin"
5326,505,"Budynek Zespo³u Szkó³ w Urszulinie (Przedszkole), ul. Szkolna 23, 22-234 Urszulin"
5327,506,"Œwietlica wiejska w Okunince, Okuninka XIII - 1, 22-200 W³odawa"
5328,506,"Œwietlica wiejska w Susznie, Suszno Poleska 4, 22-200 W³odawa"
5329,506,"Œwietlica wiejska w ¯ukowie, ¯uków 27, 22-200 W³odawa"
5330,506,"Szko³a Podstawowa w Ró¿ance, Ró¿anka ul. Ró¿y Marii Zamoyskiej 1, 22-200 W³odawa"
5331,506,"Dom Pomocy Spo³ecznej w Ró¿ance, Ró¿anka ul. Parkowa 14, 22-200 W³odawa"
5332,506,"Œwietlica wiejska w Korolówce-Osada, Korolówka-Osada 12, 22-200 W³odawa"
5333,506,"Œwietlica wiejska w Sobiborze, Sobibór 39 A, 22-200 W³odawa"
5334,506,"Szko³a Podstawowa w Orchówku, Orchówek Szkolna 35, 22-200 W³odawa"
5335,506,"Œwietlica wiejska w Korolówce, Korolówka 84a, 22-200 W³odawa"
5336,507,"Œwietlica, Uhrusk 46, 22-230 Wola Uhruska"
5337,507,"Urz¹d Gminy Wola Uhruska, ul. Parkowa 5, 22-230 Wola Uhruska"
5338,507,"Zespó³ Szkó³, ul. Gimnazjalna 34, 22-230 Wola Uhruska"
5339,507,"Zespó³ Szkó³, ul. Szkolna 2, 22-230 Wola Uhruska"
5340,507,"Œwietlica, Stulno 89, 22-230 Wola Uhruska"
5341,507,"Œwietlica, Piaski 27, 22-230 Wola Uhruska"
5342,508,"Urz¹d Gminy w Wyrykach, Wyryki 154, 22-205 Wyryki"
5343,508,"Œwietlica wiejska w Suchawie, Suchawa 8B, 22-200 W³odawa"
