id_lokalu,id_kandydata,ile
12624,2393,0
12624,2394,1
12624,2395,0
12624,2396,0
12624,2397,0
12624,2398,2
12624,2399,0
12624,2400,0
12624,2401,1
12624,2402,1
12624,2403,0
12624,2404,0
12624,2405,1
12624,2406,0
12624,2407,1
12624,2408,1
12624,2409,1
12624,2410,1
12624,2411,1
12624,2412,1
12624,2413,0
12624,2414,0
12624,2415,0
12624,2416,1
